gene	log2FoldChange_ov90_30minProt	pval_ov90_30minProt	log2FoldChange_ov90_120minProt	pval_ov90_120minProt
C14orf159	0.068852893	0.297386694	0.03872765	0.578364444
EHD2	0.296624451	0.297535662	-0.35374944399999997	0.035598983
C6orf120	0.11173252	0.297641141	-0.017138227	0.92780228
MRPL19	-0.178581319	0.29774329899999996	0.547682012	0.002991643
PEX5	0.090925812	0.29799592	0.031716443999999996	0.704874824
SLC9A1	-0.14863869400000002	0.298000643	0.36747242700000005	0.020530436000000003
ABHD17A	0.156244149	0.298226641	-0.12472298	0.254003955
ZNF280D	0.15563391199999999	0.29822728	-0.294696786	0.031503357
AP3B1	-0.07162961400000001	0.298286615	0.084132504	0.287413922
SLFN5	-0.06312868099999999	0.298386114	-0.029146979	0.629237048
GXYLT1	0.07798896400000001	0.29839702100000004	0.144933583	0.164724345
XAB2	0.096412366	0.29839754	-0.18696122199999998	0.147376986
BCLAF1	-0.103799418	0.298471167	-0.125142999	0.20547230800000002
TOP1MT	0.19034858100000002	0.298493134	-0.230506629	0.231703548
CDKN2AIPNL	-0.12000231300000001	0.298631115	0.237045361	0.120639051
CHST11	0.079258829	0.29881052399999997	-0.034368537000000005	0.654851785
KAT5	0.145489536	0.298866836	-0.088927878	0.5576297029999999
MSH3	0.06160277	0.29900627399999996	-0.056516929	0.34594422799999996
DYNLL2	0.058609374000000006	0.299025204	-0.06099323	0.370971437
RNF126	-0.05917744	0.29905794199999997	-0.037477445	0.562881497
CBFB	0.088954015	0.299094565	-0.12479539099999999	0.17676793899999999
PIGA	0.112190455	0.299236728	0.053419204000000005	0.64642558
AP3D1	-0.057402869	0.299581917	0.05656971400000001	0.377690185
CDK11A	0.063202832	0.299690642	0.028899405	0.755318156
SLC25A1	0.055693938	0.299804688	0.182726423	0.138156166
SEMA6A	0.109114197	0.300209591	-0.17295423	0.185543787
ZNF592	-0.07564143599999999	0.30057729699999997	-0.07790396299999999	0.334226339
ZNF8	0.10715435699999999	0.30065594100000004	-0.123887791	0.290137713
AGMO	0.073840493	0.30066532	-0.016803211000000002	0.8484158559999999
AZIN2	0.099199525	0.30071361399999996	-0.131767511	0.39395796299999997
CHP1	-0.090364753	0.300765616	0.158085947	0.084454745
NSUN5	0.093699651	0.300934918	-0.151808017	0.25351519899999997
CSDE1	-0.134038241	0.300943709	0.055512484	0.66737469
FBXO17	-0.079290637	0.30102519899999997	0.165812213	0.025190515
FAM91A1	0.058075199	0.301037018	-0.032635377	0.585204724
IL18	-0.098824205	0.30110457399999996	0.053123354000000005	0.7065451009999999
ZNF595	0.107000816	0.301257545	-0.26730507800000003	0.038724581
STRIP1	0.061471227	0.301371665	-0.010794604	0.862638565
AMOT	0.120595711	0.301521822	-0.174347405	0.08016224
UHRF1	0.142800696	0.301531606	-0.135663982	0.38345417
MSANTD1	0.085543812	0.301540342	-0.12485194599999999	0.176907608
GNL3L	0.064155531	0.301893639	-0.089441859	0.17616753100000002
ERMP1	0.08697285099999999	0.301904181	0.108042124	0.404829614
ZFP36L2	-0.132575566	0.30215359199999997	-0.30719966	0.036494029
GALNS	0.07643444	0.302470198	-0.030238535	0.7196494109999999
CCDC186	-0.065500305	0.30269023	-0.010143181999999999	0.888231078
MIER3	-0.061031840999999996	0.30288348800000003	-0.14580246	0.040094365
SON	0.115833903	0.302969623	-0.129112335	0.39473252700000006
VTA1	0.08754563300000001	0.303102773	-0.282691237	0.02998723
VARS2	-0.063623622	0.303177804	0.044349775999999994	0.549711235
SMG8	-0.08038941200000001	0.303203609	0.025648837999999997	0.7558112379999999
ARF4	-0.095887535	0.303470745	0.162426441	0.07233898400000001
LRRFIP1	0.124635637	0.303660249	-0.09000202300000001	0.493375723
IFI16	-0.073923756	0.303784895	-0.102786061	0.249817701
SC5D	-0.12867287800000002	0.30390784600000004	0.263396089	0.036150801
CEP85	-0.07705348299999999	0.304063658	-0.038798822000000004	0.693379379
LRP1B	0.236920925	0.304757157	-0.507754562	0.046714636
USP10	-0.090097545	0.304764804	0.016394898	0.830720412
NACA	-0.097916815	0.304788217	0.134510938	0.182713942
TUBB2B	-0.05791319	0.304837295	-0.012468358	0.864092833
KIF15	0.073633585	0.305027745	-0.157052031	0.043993955
ACOT8	0.0757261	0.305313334	-0.051844095	0.563930274
EXOC8	-0.067213635	0.3053413	0.057264985	0.438857974
CLCC1	0.08554512	0.305528802	0.010773564	0.9069595429999999
PHF20	0.16637796900000001	0.30571271699999997	-0.24448167699999998	0.183107656
NUDT9	-0.114793382	0.305804757	0.190919187	0.029881251
KAT6B	0.124650304	0.305822624	-0.347819654	0.002771215
DECR1	0.085189905	0.30584483100000004	-0.029150897000000002	0.7133164959999999
GAS2L3	0.094751092	0.305989757	-0.21392837	0.00641858
PRRC1	-0.068622448	0.306035033	0.09480879	0.21854791699999998
GPR107	-0.075699531	0.306082921	0.22397707600000002	0.042320885
NDUFAF1	0.082104107	0.306127752	0.2752434	0.008145418
KEAP1	0.061188858	0.30616806399999996	-0.10923830300000001	0.16529079900000002
APITD1	0.1020414	0.306174244	-0.41569722299999995	0.003640547
CDK13	0.081158779	0.306198568	-0.080611009	0.3041142
RHOB	-0.17489181199999998	0.30631401	0.16604422300000002	0.29415464
SFMBT1	0.086073612	0.306565772	-0.224730257	0.036059095
RAC2	0.062763535	0.306740161	0.145556829	0.14637618
SURF1	0.074130791	0.306845441	0.42586218200000003	0.025197285
RDX	-0.076240328	0.30707254	0.134027381	0.183283677
ITGA3	0.09870124699999999	0.307117367	0.113327409	0.22860591600000002
ALG13	0.053536428	0.307216927	-0.029973112000000003	0.651694035
FMR1	0.22308517	0.307308739	-0.246289927	0.056788190999999995
ZNF587	0.11725875300000001	0.307551936	-0.260403124	0.016037936000000003
ICK	0.117666256	0.307573031	-0.222597131	0.020784578
SNAPIN	0.083738757	0.30765492899999997	-0.067941778	0.46192041100000003
PTPRJ	-0.06677925900000001	0.307727876	0.108745538	0.172772234
APOL2	-0.092777019	0.308063322	0.014459243	0.873948374
PECR	-0.13623075199999998	0.308116365	0.129836105	0.243798934
CUL4B	0.083082849	0.30815909	-0.15329236599999999	0.127208939
ALDH6A1	-0.104454579	0.308175172	0.19867288600000002	0.014758851000000002
ZNF483	0.09876273599999999	0.308192536	-0.156330837	0.15733561699999998
NID1	-0.066541857	0.308279658	0.079193672	0.231874174
MRPL46	-0.166312588	0.308280703	0.596488157	0.001073755
COPB2	-0.100529495	0.308436645	0.120485008	0.157521098
PGM5	0.136203217	0.308516313	-0.323533975	0.010764091000000002
SHOC2	-0.058701269	0.30861164	0.070008877	0.404994773
5-Mar	0.115956382	0.308649598	0.185475825	0.15409551400000002
STOML2	0.054644464000000004	0.309116954	0.342481184	0.033952769
TUBA1C	-0.190877966	0.309201689	0.14315177	0.35021411
PFKP	-0.072299714	0.30928736100000004	0.06766912	0.417865662
ALDH9A1	-0.0639315	0.30937111	0.110481989	0.123837889
OBSL1	-0.07919016599999999	0.30937202199999997	0.038250899	0.6728332159999999
LYRM1	-0.148383202	0.309631749	0.07806138900000001	0.509173337
DPCD	-0.063904976	0.309668498	0.079067437	0.346099806
HUWE1	-0.079291205	0.309765853	0.11486568	0.197203883
RFC4	0.08207895	0.310025178	-0.15178018599999998	0.070444957
HERC1	0.068615269	0.310087929	-0.05336581	0.508352417
SERBP1	-0.11483549400000001	0.310285004	0.10618152199999999	0.280241289
FAR1	-0.133647548	0.310293899	-0.0017274270000000001	0.9841689779999999
YWHAG	-0.087551141	0.310893604	0.035981783999999996	0.74132007
ZNF281	0.109598975	0.311215842	-0.13933446800000002	0.190844672
FAM118B	-0.129134692	0.311218267	0.12120435	0.35380565
MRPL11	-0.167981309	0.31128284300000003	0.483006211	0.005174634
BAD	0.10974309300000001	0.311353997	0.292638742	0.052750149
LARP1	-0.061522151	0.311511528	0.014143838999999998	0.82884301
HTATIP2	-0.077602411	0.311519486	0.141256836	0.03969923
RBM12B	0.106317664	0.311589063	-0.276925685	0.022295027999999998
HIST2H3A	0.23825891899999999	0.31233392600000004	-0.220005993	0.706368916
PDCL	0.137987106	0.31254771	0.075031926	0.5083299579999999
BUD13	0.098485475	0.312708721	-0.282195484	0.007884202
CCDC94	-0.093742798	0.31298793	-0.10164865699999999	0.419096233
IFT27	-0.068132154	0.31300445	0.022469377999999998	0.8204760940000001
GFM2	0.060979852	0.31304674	-0.003282273	0.964647782
RP9	0.13223197	0.31322253699999997	-0.16726358300000002	0.08843414599999999
PSMD7	-0.077489906	0.31324287	0.037650069	0.5792405970000001
ZNF574	0.10749179	0.313254921	-0.22419513300000002	0.10649765900000001
C1orf106	0.1103921	0.31345833300000003	-0.11769263199999999	0.18508583899999997
PSMD6	-0.076674002	0.313539985	0.10203247800000001	0.17811729999999998
TAB1	-0.058981373	0.313567135	-0.09052855300000001	0.251966885
PDK3	-0.09052519699999999	0.313580197	0.07730219299999999	0.244889542
FBXO22	-0.07837243	0.313651699	0.168682062	0.038628915
SEPHS2	-0.10273337	0.313790799	0.178499557	0.053814470999999996
SCD	-0.32253199899999996	0.313790819	0.610639806	0.011996141
NBAS	0.087726675	0.314040821	0.004316251	0.9617525170000001
PCBP1	-0.064029499	0.314185798	-0.045382646	0.604896322
SND1	-0.076087879	0.314203334	0.14849067300000002	0.06077083900000001
APOE	-0.125932904	0.315231361	0.202628527	0.023172476
TCEB3	-0.09568333300000001	0.316022029	-0.188040834	0.0253634
PSMA1	-0.06397496400000001	0.31611083100000004	0.10977668	0.162877449
SPTY2D1	-0.141911555	0.316174844	-0.211914123	0.12931275
NFIL3	0.152693317	0.316314092	-0.400268171	0.004246521
CPEB4	0.084405011	0.31634082199999997	-0.152286087	0.044105538
GTF3C3	0.09150640199999999	0.316356712	-0.19866740300000002	0.027085775
TMEM63A	0.053629288	0.316609975	0.094661451	0.37097816200000006
BIN1	-0.056919614	0.316692236	0.031744197	0.695245751
MORF4L2	0.075065721	0.316913096	-0.200488727	0.036671581
CUTC	-0.071657368	0.317162881	0.065019087	0.417894141
RGS3	0.121120602	0.31757099699999997	-0.171287649	0.228446729
ARFGEF1	-0.062379182000000005	0.317719482	0.032538416	0.643527336
ATF6	0.148648015	0.31782014	-0.087345238	0.537327652
PLLP	-0.164121302	0.317824122	0.363734612	0.11386569
MSH2	-0.11846210000000001	0.317994442	0.133504083	0.205824583
TMEM92	-0.083356025	0.318079978	0.12894945900000002	0.14091451800000002
KANSL2	-0.391810069	0.31812350300000003	-0.160297984	0.40112695
SREBF1	0.052877764	0.318557815	-0.049187797000000005	0.518693489
RSAD1	0.055451673	0.31884702	0.037476886	0.634324965
METAP2	-0.060496113	0.319211569	0.014923561	0.841474313
PUSL1	0.07196507	0.319295363	-0.059560050999999996	0.5100983179999999
LIMS1	-0.055748065	0.319300769	0.039581922	0.565787464
SNX33	0.080719968	0.319321374	-0.12270001400000001	0.126610121
FADS2	-0.26658804	0.319779954	0.375722134	0.030239092000000002
ATP5I	-0.32180748800000003	0.31981179	0.691004053	0.014080796000000001
R3HDM1	0.06852583400000001	0.320169863	-0.136313574	0.11043508099999999
TIMM10	0.063830567	0.320247383	0.51613797	0.014262492
COG2	-0.068819978	0.320638297	0.034745222	0.6948246990000001
HEBP1	0.099318726	0.320963177	-0.060036467999999996	0.46733811700000005
TMEM41A	-0.13081720300000002	0.32101017	0.065674627	0.473538745
TSSC1	-0.064619774	0.321170972	-0.034356345	0.6328234739999999
MYO1C	0.138859307	0.321199163	-0.201822401	0.19466749
MRPS15	-0.162640098	0.321465547	0.144862644	0.166893159
ADARB1	0.052723582000000005	0.321724257	-0.023584507	0.765019474
KIFC1	-0.05979725599999999	0.321877575	0.025708362999999998	0.6671324829999999
ZSCAN21	0.08037092900000001	0.32191379600000003	-0.13975726900000002	0.080649136
NDUFB10	0.054265205	0.322008493	0.074275538	0.288434882
LACTB2	-0.0521996	0.322179869	0.06677025	0.31101764600000004
CDCA3	-0.08100767	0.322251802	0.045203627	0.613140543
TTK	-0.115031687	0.322297763	-0.012361853999999999	0.894087517
CCDC51	-0.283386834	0.322697262	0.585533889	0.006294374
SRP9	0.10165626	0.322746176	-0.17566831600000002	0.15271991
PIN1	-0.086414461	0.322809195	0.138170218	0.26083131
DLG5	0.079809167	0.323011544	-0.066511376	0.44845839200000004
ELMOD2	0.069150615	0.323055308	0.059859630999999996	0.423328734
NIT1	-0.057405449000000004	0.323132019	0.038973593	0.613843744
SNX6	-0.064923333	0.323282126	0.09263672	0.307690014
GLUL	-0.164317632	0.323289245	0.223935582	0.206595697
CTSF	-0.076084727	0.32335068100000003	0.14354730599999999	0.116776096
CNBP	0.09063272300000001	0.323606687	-0.16892341800000002	0.135490168
MRPS5	-0.146902027	0.323679952	0.181802875	0.06123949
MRPL45	-0.143980757	0.323843332	0.40408893700000004	0.006545261
FAM134B	0.076008366	0.323846318	0.004882661	0.952502594
HSD3B2	-0.108590663	0.323970695	0.293179688	0.028877364
FTL	-0.077149944	0.324009489	0.134716862	0.045727867
MED1	0.083172713	0.324413803	-0.061451173	0.413415935
PRR3	-0.225144827	0.32480988899999996	-0.06627411700000001	0.719365787
GSPT1	-0.070075073	0.324949498	0.11239623800000001	0.268255127
ZNF207	-0.08861290699999999	0.324974096	-0.024170313	0.72539611
GBA2	0.07373284599999999	0.32543504	-0.08322072700000001	0.246108357
TM2D3	-0.268532725	0.325461499	-0.032525882	0.8407502290000001
MTDH	0.079843956	0.325574604	-0.09531139300000001	0.456588746
NAA30	-0.06840769	0.32560884	0.132140118	0.081079155
SMPD4	0.061281423	0.325610603	-0.143938165	0.063347091
PELO	-0.073733247	0.325794908	0.035942005	0.672148775
DYNC1LI1	-0.055832387000000004	0.325824519	0.014966541000000002	0.86429851
RDH13	-0.06407217400000001	0.325852099	0.277441547	0.010595376
ARFIP1	-0.05978105400000001	0.32602642600000004	-0.011460568999999999	0.873440167
CLK3	0.076736485	0.326100233	-0.16263456099999998	0.033286972000000005
METTL9	0.103704324	0.326172543	-0.078398261	0.508495052
ECE1	0.065134675	0.326232538	0.064321797	0.450137411
ATP6V1C1	0.063538786	0.32629649899999996	-0.009037494	0.895432369
TOE1	-0.071456918	0.326303781	-0.36522503799999995	0.0007660960000000001
SNAP29	-0.13077161199999998	0.326314563	0.233710864	0.03392364
RSRC2	-0.060546337	0.326478543	0.037721542999999996	0.5888594429999999
PSMB4	-0.057593857000000005	0.32650495	0.066083791	0.377589998
COPA	-0.082101783	0.32655786800000003	0.132154664	0.10103835
SERPING1	0.13997454	0.326657623	-0.080669132	0.459736569
DYNC1LI2	-0.066148725	0.32668781	-0.054381831	0.49063793200000005
CELF1	-0.10137708599999999	0.326766181	0.041202309	0.6678388679999999
PPP6C	-0.055572645999999996	0.32680608899999997	-0.101579885	0.268580849
TMOD2	0.126218845	0.326882138	-0.28732157399999997	0.008406159
UBE2T	-0.127362465	0.326902223	-0.019916842	0.882637227
NDUFV2	0.065347744	0.326916049	-0.031705221	0.657291959
LRRN4	0.19130175100000002	0.32702908399999997	-0.003629728	0.9817548620000001
POLD1	-0.064097328	0.32708724899999997	0.055488108	0.44153227899999997
TAOK1	0.059567336	0.32718015	-0.087562961	0.228715797
UBE2Z	-0.079425941	0.327285638	0.149865171	0.085572232
PRPF18	-0.059070039000000005	0.32731671100000004	-0.197876432	0.01499738
CANT1	0.072912111	0.327328925	0.130345284	0.312133858
HLA-A	-0.07155799	0.327334036	0.17796698600000002	0.095599515
ZNF608	0.053279032000000004	0.32767467899999997	0.000391144	0.995723534
PAXIP1	0.050769598	0.327742772	-0.107731478	0.145524303
EHMT2	0.09613906300000001	0.327763009	-0.18705954100000002	0.11491219400000001
FAM103A1	-0.08987872	0.327859142	0.011577375	0.900208289
KXD1	0.052752477	0.328183577	-0.023402277000000003	0.693709833
UFD1L	-0.060585833	0.32828241399999997	0.16623059699999998	0.06168667
FAM105A	-0.074771738	0.32833897300000003	0.04974078	0.465839834
ATP5J2	-0.289461055	0.328436059	0.661965272	0.015426327
FLT1	0.199319721	0.32859056	-0.334688133	0.019694911000000002
CTTNBP2NL	0.058593803	0.328706603	-0.046577685	0.636328753
FKBP2	0.066125373	0.32899460399999997	0.03467846	0.671862562
TXNDC12	0.058163032999999996	0.329022285	0.12778835	0.09047283
RPIA	-0.059362976	0.329227809	0.084698051	0.263224491
LTN1	-0.062142159	0.32931103300000003	0.047397387	0.592872504
EXOSC9	0.125416699	0.329324682	-0.257600533	0.008290165
HYI	0.078377562	0.329872883	-0.211062353	0.041665854
TRA2A	0.06510044200000001	0.330475874	-0.162221852	0.080125226
FNDC3B	0.074580412	0.330637793	0.048119123	0.595682929
EDC4	-0.095132509	0.330764555	0.10231329	0.42145157299999997
SLC46A1	-0.07449908200000001	0.330833516	0.154614222	0.09572216900000001
SLC4A2	-0.12430028900000001	0.33095082600000003	0.340649379	0.015531988
PSMD1	-0.060818530999999995	0.331006343	0.066184635	0.41603463
OPA1	0.06451992200000001	0.331109131	0.053392465	0.534268261
CAPN7	-0.06525470900000001	0.331264925	0.04876801	0.601358566
TBC1D17	-0.070974164	0.331268904	-0.006095631999999999	0.926316624
PAFAH1B3	-0.056843133	0.331312393	-0.039593349	0.618565655
NME6	0.058120508	0.33133559999999995	0.05479557	0.549178711
CBX8	-0.180617022	0.33145187	-0.24601468899999998	0.146616471
LSAMP	-0.069170505	0.331602024	-0.038038794	0.672560626
C1orf174	-0.286300067	0.332121653	-0.13503471	0.666242366
PIAS1	0.04962139	0.332239302	0.10447131400000001	0.152790384
FOXF2	0.09668362300000001	0.33227448600000004	-0.095181131	0.32767364
PVRL3	-0.10066133199999999	0.332669015	0.34324739200000004	0.006248052
PDE8A	0.100602703	0.332752404	-0.108326428	0.16608283699999998
NMNAT1	0.314646802	0.333174508	-0.23413143399999997	0.144364778
ISG15	-0.050700822	0.333200897	0.090319279	0.300176367
PLOD2	0.13628895300000002	0.333531627	0.0064892019999999995	0.958231878
CLTB	0.073391373	0.33378766	-0.110564905	0.18395746600000001
CASP6	-0.077394428	0.333951097	0.09829471599999999	0.337528163
DPCR1	-0.12643580699999998	0.334110445	0.256626429	0.01713002
SLC25A26	0.127714961	0.334330167	0.29186971899999997	0.102185858
SPC24	0.06978269599999999	0.334341031	-0.105105559	0.19422051899999998
MAFG	0.12459919800000001	0.334552031	-0.337626231	0.006080556
SPP1	-0.094840837	0.334594767	0.127821469	0.10296492900000001
PIAS2	-0.08637928	0.334646216	0.17512023899999998	0.092724674
PHF14	0.307148975	0.334724527	-0.052509485	0.902307387
FCGRT	-0.07080992400000001	0.334821148	0.23431522899999999	0.009550471
TSR3	0.062044256	0.335024077	-0.137058506	0.059767184
SNRPA	-0.052850594	0.335253998	-0.08162457	0.21483186199999998
CNOT11	-0.053295228	0.335373403	0.019507357	0.798217721
SLC25A24	0.056154267	0.33560600100000004	0.5614650370000001	0.009329192
CDC42EP4	-0.104087477	0.335696792	0.214341573	0.10322113699999999
FAM120B	-0.056889885	0.336383227	0.06627206	0.41076636
ARL15	-0.08626626800000001	0.336386164	0.061886382999999996	0.598779366
MAF	0.072498384	0.33649655799999995	-0.18350706600000002	0.068253332
OSBPL7	0.300740568	0.336511319	0.191755586	0.369741284
DNAJC19	-0.067234936	0.33666830200000003	0.17219221699999998	0.072207566
PSMD11	-0.057814622	0.336781537	0.064257421	0.39014268799999996
PDCD10	-0.05897288	0.33696435700000005	0.11111082800000001	0.14543204
RBL1	0.063170059	0.337164084	0.014623148	0.815771494
AMOTL1	0.132725589	0.337330343	-0.200890574	0.038961749
GEMIN6	-0.093615979	0.33741162700000005	-0.06666072599999999	0.476775448
CUL2	-0.055949162000000004	0.337449538	0.101930801	0.149071414
ASPSCR1	-0.096585047	0.337538525	0.13205998300000002	0.150315479
NO66	0.082827081	0.33762175	-0.20623958899999997	0.026868316
MYL6	0.07498998	0.337686033	-0.06365725	0.522299182
GBE1	0.059705988	0.337813855	0.021621144	0.735186667
GSK3A	-0.049657049	0.338149534	0.022447482	0.783903958
LSR	-0.058532265	0.33821202	-0.014608408	0.8374248209999999
NEDD4	0.061326843	0.338429118	-0.006616183	0.923232611
PAPD5	0.20518439	0.338633763	-0.318033193	0.056065127
PAIP2	-0.057099732	0.33878844399999997	-0.058219010999999994	0.436573418
PNPLA4	0.100865471	0.338918755	0.057612397999999995	0.552171537
SMCR7L	-0.10372808800000001	0.33894206200000004	0.18673184399999998	0.047679139
MRPL16	-0.149087973	0.339017969	0.49326586299999997	0.0037718490000000003
PPP3CA	-0.076287428	0.339093159	0.057789939000000005	0.606890127
ANKZF1	-0.050015305	0.339487284	-0.068915042	0.392731207
RPS6KA4	0.073861238	0.33962594700000004	0.026563074	0.740079987
ALDH1L2	-0.162278836	0.339654774	0.217887826	0.057970902000000005
WRNIP1	0.122086955	0.339680407	-0.087392295	0.31538193600000003
ECSIT	0.063403559	0.33980461700000003	0.234334842	0.024844356
MRPL30	-0.10341651	0.34000663600000003	0.320264531	0.009637514
ZNF579	0.077598437	0.34008398100000004	-0.153996128	0.16995348100000002
DIS3L	0.052313108	0.34023518700000005	-0.05895254	0.354640788
MLYCD	0.058914355	0.34051101899999997	0.01834117	0.814028621
ZBTB21	-0.09719906699999999	0.340751226	0.024147983999999997	0.779130232
DARS2	0.0610567	0.340989714	0.050626977000000004	0.522026364
EIF4E2	-0.076279448	0.34140674200000004	0.017237106999999998	0.815135115
NDUFV3	0.12026247699999999	0.34149323299999995	-0.115299579	0.28188952100000003
LRRC41	0.06816833	0.341522516	-0.012639058	0.872750377
CCNB1	-0.07024710099999999	0.341566185	-0.038947622	0.694922002
ATF2	-0.063227475	0.34162356299999996	-0.15511250199999999	0.091819474
TANK	-0.072725369	0.34171228600000003	0.10142110900000001	0.275014458
ADCY6	-0.079225085	0.34195147	0.22772600199999998	0.015944219
HCCS	-0.101932767	0.341997545	0.150871653	0.17988752100000002
BCR	-0.050523448	0.342154215	-0.024380556	0.757564463
METAP1	0.17708704600000003	0.34216224	-0.258940057	0.059381795
MGAT4A	0.10396370199999999	0.34223084299999995	0.244150559	0.08410985300000001
ARHGEF12	-0.055859905999999994	0.34230741	0.077726297	0.221805155
REV3L	0.06678685599999999	0.342451795	-0.008415444000000001	0.919479429
ZNF850	0.17081091	0.342566439	-0.099784477	0.6306568610000001
ERICH1	0.054172727999999996	0.342634689	0.051116588	0.527297491
HMGB3	-0.151314416	0.342691344	0.135893443	0.281414533
RLF	0.076542326	0.342767494	-0.242774438	0.014784208
GBP1	0.11578261599999999	0.342854256	-0.065542518	0.506109313
SCO2	0.046312123	0.34295449899999997	0.224109841	0.042220318
HNRNPL	-0.12157620599999999	0.34305779299999994	0.07529862	0.41480103
ITPKA	0.068076846	0.34315125700000004	-0.11210740400000001	0.25462464
SEH1L	0.125483159	0.343462547	-0.17651160300000002	0.14379900199999998
SH3D19	-0.059203833	0.343498074	-0.011030693999999999	0.881427434
PHF8	-0.087543668	0.34369149200000004	-0.142898467	0.156838715
AGL	0.064922466	0.34378003700000004	0.057561324000000004	0.420436782
SNRNP48	0.07334392099999999	0.344034269	-0.146737939	0.061656641
ABCF1	0.052786779000000006	0.344367149	-0.064821692	0.34396575799999995
C11orf57	0.10689372400000001	0.34488274700000005	-0.100142011	0.252339056
LAMTOR4	0.157032021	0.34503125100000004	0.001120031	0.9933375640000001
PRMT5	-0.048056298	0.34505254799999996	0.038692525	0.636522045
NFE2L2	0.11276067599999999	0.345154769	-0.400125825	0.00075224
SNRNP35	0.10740801400000001	0.34517430600000004	-0.25962825100000003	0.01178862
CHMP3	-0.063707551	0.345449868	0.018225827	0.835369609
DTX3L	0.10079088300000001	0.345487716	-0.007475314	0.913650245
CCDC137	0.13795787699999998	0.345499601	-0.318422298	0.00941703
POLD3	-0.07016760400000001	0.34555583100000004	-0.07357620200000001	0.324819105
PON1	-0.14204124	0.34561631	0.135292836	0.218871695
TGS1	0.084072905	0.346026103	-0.12713766699999998	0.235799302
EEF1D	-0.066376856	0.346306324	0.16513836199999998	0.061007594000000005
SPOP	0.092458772	0.34640228799999995	-0.238878313	0.007573499
RAP2A	-0.082844319	0.34646887	0.17125177800000002	0.078893089
ILK	-0.057077194000000005	0.34647716100000003	0.036110846	0.609402416
STAT5B	-0.059957227	0.34673680700000004	0.058068000999999994	0.5034079260000001
MRPL44	-0.142827109	0.346855742	0.500907188	0.00232939
EMC6	0.08897197400000001	0.347330405	0.21243241899999998	0.126053574
HERC4	-0.059846555	0.347614981	0.067516413	0.32363140100000004
MORC4	-0.084134655	0.347645648	0.043909377	0.7010936390000001
TROVE2	-0.054657832999999996	0.347661413	0.070630021	0.267575803
MRPL18	-0.124590114	0.34767289700000004	0.338354349	0.026494587000000003
PPA2	0.07290358	0.347684262	0.095294035	0.21752656199999998
SAP130	-0.15227690300000002	0.34773314899999996	-0.071520555	0.6095666510000001
CASP7	-0.083430647	0.34781076200000005	-0.078288016	0.473400785
COPS6	-0.057426767999999996	0.347987074	0.10045136699999999	0.292231436
INPP5A	-0.07422790900000001	0.348326717	0.088140034	0.32778562699999997
MBTPS1	0.047271704000000005	0.348419439	-0.017870065	0.781498237
FAM114A1	-0.057043484000000005	0.348620482	0.085987454	0.334702088
OXA1L	0.126246071	0.34870978	0.727831993	0.009904599
RTF1	-0.059274143	0.34886475299999997	0.101434532	0.214402569
MSMO1	-0.206974429	0.349065886	0.17823435399999998	0.23629276
MAPK7	-0.064560071	0.349080357	0.01437417	0.834233945
NDUFAF3	0.081392156	0.349444375	0.021812382	0.838422531
ZNF146	0.134535348	0.349628868	-0.23176770600000002	0.169291894
HEATR1	0.17935583100000002	0.349879988	-0.23396339100000002	0.028577762000000003
PSME1	-0.064208318	0.350044365	0.060413424	0.522692914
PTRF	0.209090183	0.350100325	-0.170890065	0.25514807
PARVA	-0.059692572	0.350302746	0.044747734000000004	0.521662168
TIMELESS	0.10729529	0.35060995100000003	-0.16972673300000002	0.117156444
CEP131	0.117743788	0.35082428600000004	-0.146576934	0.094036858
TP53BP2	-0.089556651	0.35089467799999996	0.018160878999999998	0.87375685
MED16	0.087689694	0.351005443	-0.034648514	0.6724924
WWP2	0.074315882	0.351027405	-0.071012468	0.45094471399999997
CPD	-0.08397064	0.35117719	0.183741778	0.011896282
EXOSC3	0.129069232	0.351233785	-0.308443151	0.002909723
UBL4A	-0.054559221	0.351385209	0.104014637	0.189008195
DDX24	0.14887386	0.351430453	-0.286076771	0.022834927
GCC1	0.048243966	0.3514487	0.021706095	0.742256425
CDC42SE2	-0.22484402899999997	0.351481214	0.47670654799999995	0.046606469000000005
FOS	-0.058555769	0.35177406299999997	0.02131842	0.794520575
RAB33B	0.044532250999999995	0.352057006	0.038614058	0.602508771
KLF6	-0.129864324	0.352223109	-0.477883261	2.6600000000000003e-05
SH3KBP1	0.085193197	0.352226285	-0.053219162	0.520940709
TPD52L2	-0.057193829	0.352353993	0.123142827	0.11858923099999999
NIPBL	-0.070532083	0.35258647600000004	-0.13647783800000002	0.08764444699999999
TTYH3	0.057982779000000005	0.353132865	0.10858696400000001	0.215321462
ACP2	0.06858354400000001	0.353246304	0.09841762400000001	0.26102244199999997
EIF2B5	0.06652553900000001	0.35341737	-0.17504130899999998	0.036020593
PCGF3	-0.056498942999999996	0.353636492	0.007738421999999999	0.9210943229999999
ATG3	-0.060008267000000004	0.35390588100000003	0.045673539000000006	0.575868421
FNBP4	-0.088499515	0.35392935700000006	-0.176100547	0.011803776
TMEM41B	-0.148131834	0.35409451399999997	0.13517353	0.26951535
GBA	0.050793617	0.354259197	0.082652305	0.423961487
MSH6	-0.127601883	0.354463002	0.134038572	0.26890207899999996
SPATS2	0.07810677	0.35451213600000003	-0.259650002	0.030649467000000003
METTL5	-0.061115435	0.354636798	0.00043287	0.995937062
HTATSF1	0.054690812000000005	0.354708914	0.134835843	0.099741223
